lab,subid,trial_num,trial_type,age_mo,looking_time
infantllmadison,mb013,2,IDS,8.016427104722792,12.894
infantllmadison,mb014,2,ADS,8.706365503080082,4.824
infantllmadison,mb015,2,ADS,13.305954825462011,4.979
infantllmadison,mb016,2,IDS,8.706365503080082,13.446
infantllmadison,mb017,2,IDS,13.305954825462011,5.702
infantllmadison,mb019,2,ADS,10.4476386036961,10.472
infantllmadison,mb020,2,IDS,13.79876796714579,5.422
infantllmadison,mb021,2,IDS,9.100616016427104,7.274
infantllmadison,mb022,2,ADS,10.841889117043122,6.509
infantllmadison,mb023,2,IDS,9.921971252566737,NA
infantllmadison,mb024,2,ADS,11.761806981519507,3.647
infantllmadison,mb025,2,ADS,8.344969199178644,15.47
infantllmadison,mb026,2,IDS,11.630390143737166,6.894
infantllmadison,mb027,2,IDS,11.630390143737166,15.193
infantllmadison,mb028,2,IDS,10.053388090349076,7.275
infantllmadison,mb029,2,ADS,13.47022587268994,4.327
infantllmadison,mb030,2,ADS,9.3305954825462,5.999
infantllmadison,mb031,2,IDS,12.84599589322382,17.526
infantllmadison,mb032,2,ADS,13.075975359342916,NA
infantllmadison,mb033,2,IDS,6.04517453798768,4.453
infantllmadison,mb034,2,ADS,10.97330595482546,4.024
infantllmadison,mb035,2,ADS,11.991786447638605,6.2
infantllmadison,mb036,2,IDS,13.1088295687885,4.209
infantllmadison,mb037,2,ADS,9.88911704312115,4.288
infantllmadison,mb038,2,IDS,6.406570841889117,13.851
infantllmadison,mb039,2,ADS,9.69199178644764,9.025
infantllmadison,mb040,2,ADS,12.09034907597536,5.055
infantllmadison,mb041,2,ADS,6.833675564681725,5.951
infantllmadison,mb042,2,IDS,6.6036960985626285,7.903
infantllmadison,mb043,2,ADS,8.739219712525667,18
infantllmadison,mb044,2,ADS,6.11088295687885,4.502
infantllmadison,mb045,2,IDS,10.283367556468171,5.415
infantllmadison,mb046,2,IDS,12.254620123203283,6.415
infantllmadison,mb047,2,ADS,12.41889117043121,6.864
infantllmadison,mb048,2,ADS,6.636550308008213,11.074
infantllmadison,mb049,2,ADS,11.696098562628336,6.304
infantllmadison,mb050,2,IDS,9.921971252566737,8.328
infantllmadison,mb051,2,ADS,9.659137577002053,4.336
infantllmadison,mb052,2,IDS,12.583162217659138,14.079
infantllmadison,mb053,2,ADS,12.15605749486653,4.628
infantllmadison,mb054,2,IDS,7.5564681724846,18
infantllmadison,mb055,2,IDS,12.35318275154004,4.575
infantllmadison,mb056,2,ADS,7.786447638603696,6.451
infantllmadison,mb058,2,IDS,14.2258726899384,10.88
infantllmadison,mb059,2,IDS,10.250513347022586,18
infantllmadison,mb060,2,IDS,7.326488706365503,12.945
infantllmadison,mb061,2,IDS,7.359342915811088,15.892
infantllmadison,mb062,2,ADS,7.753593429158111,16.088
infantllmadison,mb063,2,ADS,14.160164271047227,8.746
infantllmadison,mb064,2,ADS,10.841889117043122,12.768
infantllmadison,mb065,2,IDS,14.390143737166325,4.079
infantllmadison,mb066,2,ADS,14.882956878850102,NA
infantllmadison,mb067,2,IDS,14.784394250513348,6.67
infantllmadison,mb068,2,ADS,13.79876796714579,3.319
infantllmadison,mb069,2,IDS,14.455852156057494,3.638
infantllmadison,mb070,2,ADS,13.568788501026694,4.688
infantllmadison,mb071,2,IDS,6.209445585215605,6.742
infantllmadison,mb072,2,IDS,14.850102669404516,13.958
infantllmadison,mb073,2,ADS,13.831622176591376,4.849
infantllmadison,mb074,2,IDS,14.915811088295689,17.222
infantllmadison,mb075,2,ADS,14.620123203285422,11.191
infantllmadison,mb076,2,IDS,9.396303901437372,10.343
infantllmadison,mb077,2,ADS,11.433264887063656,6.496
infantllmadison,mb078,2,IDS,13.700205338809036,4.063
infantllmadison,mb079,2,ADS,7.260780287474333,5.463
infantllmadison,mb080,2,ADS,12.681724845995891,9.022
infantllmadison,mb081,2,IDS,13.174537987679672,16.402
infantllmadison,mb082,2,ADS,12.550308008213552,NA
infantllmadison,mb083,2,IDS,14.35728952772074,11.375
infantllmadison,mb084,2,IDS,9.724845995893224,5.614
infantllmadison,mb085,2,ADS,8.607802874743326,2.056
infantllmadison,mb086,2,IDS,6.143737166324435,2.815
infantllmadison,mb087,2,ADS,10.546201232032857,6.247
infantllmadison,mb088,2,IDS,10.151950718685832,4.479
infantllmadison,mb089,2,ADS,9.659137577002053,5.568
infantllmadison,mb090,2,IDS,6.406570841889117,12.916
infantllmadison,mb091,2,IDS,9.462012320328542,15.665
infantllmadison,mb092,2,ADS,6.373716632443532,18
infantllmadison,mb093,2,IDS,8.706365503080082,2.785
infantllmadison,mb094,2,ADS,6.7351129363449695,12.959
infantllmadison,mb095,2,IDS,10.283367556468171,13.259
infantllmadison,mb096,2,IDS,6.373716632443532,18
infantllmadison,mb097,2,ADS,7.5564681724846,13.381
infantllmadison,mb098,2,IDS,6.176591375770021,7.934
infantllmadison,mb003,3,IDS,9.3305954825462,6.318
infantllmadison,mb004,3,IDS,8.837782340862423,7.179
infantllmadison,mb005,3,ADS,8.147843942505133,6.193
infantllmadison,mb006,3,NA,11.696098562628336,NA
infantllmadison,mb008,3,IDS,8.870636550308008,17.401
infantllmadison,mb009,3,ADS,10.480492813141684,8.791
infantllmadison,mb010,3,IDS,10.77618069815195,NA
infantllmadison,mb011,3,NA,9.757700205338809,NA
infantllmadison,mb012,3,IDS,6.997946611909651,13.835
infantllmadison,mb013,3,ADS,8.016427104722792,7.648
infantllmadison,mb014,3,ADS,8.706365503080082,6.397
infantllmadison,mb015,3,IDS,13.305954825462011,9.312
infantllmadison,mb016,3,IDS,8.706365503080082,10.36
infantllmadison,mb017,3,ADS,13.305954825462011,5.75
infantllmadison,mb019,3,ADS,10.4476386036961,5.573
infantllmadison,mb020,3,IDS,13.79876796714579,18
infantllmadison,mb021,3,IDS,9.100616016427104,4.839
infantllmadison,mb022,3,IDS,10.841889117043122,2.86
infantllmadison,mb023,3,ADS,9.921971252566737,15.393
infantllmadison,mb024,3,ADS,11.761806981519507,3.595
infantllmadison,mb025,3,IDS,8.344969199178644,12.807
infantllmadison,mb026,3,IDS,11.630390143737166,18
infantllmadison,mb027,3,IDS,11.630390143737166,15.255
infantllmadison,mb028,3,ADS,10.053388090349076,8.75
infantllmadison,mb029,3,IDS,13.47022587268994,7.27
infantllmadison,mb030,3,ADS,9.3305954825462,8.2
infantllmadison,mb031,3,ADS,12.84599589322382,5.902
infantllmadison,mb032,3,ADS,13.075975359342916,3.771
infantllmadison,mb033,3,ADS,6.04517453798768,8.886
infantllmadison,mb034,3,IDS,10.97330595482546,4.263
infantllmadison,mb035,3,ADS,11.991786447638605,8.279
infantllmadison,mb036,3,IDS,13.1088295687885,4.765
infantllmadison,mb037,3,ADS,9.88911704312115,NA
infantllmadison,mb038,3,IDS,6.406570841889117,16.213
infantllmadison,mb039,3,IDS,9.69199178644764,9.463
infantllmadison,mb040,3,IDS,12.09034907597536,3.208
infantllmadison,mb041,3,IDS,6.833675564681725,6.097
infantllmadison,mb042,3,ADS,6.6036960985626285,5.972
infantllmadison,mb043,3,ADS,8.739219712525667,17.61
infantllmadison,mb044,3,ADS,6.11088295687885,16.093
infantllmadison,mb045,3,ADS,10.283367556468171,4.35
infantllmadison,mb046,3,ADS,12.254620123203283,9.865
infantllmadison,mb047,3,ADS,12.41889117043121,5.777
infantllmadison,mb048,3,IDS,6.636550308008213,6.59
infantllmadison,mb049,3,ADS,11.696098562628336,8.599
infantllmadison,mb050,3,IDS,9.921971252566737,9.782
infantllmadison,mb051,3,IDS,9.659137577002053,4.288
infantllmadison,mb052,3,IDS,12.583162217659138,NA
infantllmadison,mb053,3,IDS,12.15605749486653,9.51
infantllmadison,mb054,3,ADS,7.5564681724846,18
infantllmadison,mb055,3,ADS,12.35318275154004,2.239
infantllmadison,mb056,3,ADS,7.786447638603696,15.736
infantllmadison,mb058,3,IDS,14.2258726899384,3.375
infantllmadison,mb059,3,ADS,10.250513347022586,12.319
infantllmadison,mb060,3,IDS,7.326488706365503,16.095
infantllmadison,mb061,3,IDS,7.359342915811088,17.7
infantllmadison,mb062,3,IDS,7.753593429158111,11.718
infantllmadison,mb063,3,IDS,14.160164271047227,6.231
infantllmadison,mb064,3,ADS,10.841889117043122,NA
infantllmadison,mb065,3,ADS,14.390143737166325,6.206
infantllmadison,mb066,3,ADS,14.882956878850102,NA
infantllmadison,mb067,3,IDS,14.784394250513348,12.644
infantllmadison,mb068,3,IDS,13.79876796714579,11.487
infantllmadison,mb069,3,ADS,14.455852156057494,3.382
infantllmadison,mb070,3,ADS,13.568788501026694,3.992
infantllmadison,mb071,3,ADS,6.209445585215605,4.183
infantllmadison,mb072,3,IDS,14.850102669404516,7.727
infantllmadison,mb073,3,IDS,13.831622176591376,3.566
infantllmadison,mb074,3,ADS,14.915811088295689,3.669
infantllmadison,mb075,3,ADS,14.620123203285422,8.384
infantllmadison,mb076,3,IDS,9.396303901437372,NA
infantllmadison,mb077,3,ADS,11.433264887063656,2.744
infantllmadison,mb078,3,IDS,13.700205338809036,6.296
infantllmadison,mb079,3,ADS,7.260780287474333,9.938
infantllmadison,mb080,3,IDS,12.681724845995891,8.263
infantllmadison,mb081,3,ADS,13.174537987679672,5.152
infantllmadison,mb082,3,ADS,12.550308008213552,NA
infantllmadison,mb083,3,IDS,14.35728952772074,7.879
infantllmadison,mb084,3,ADS,9.724845995893224,6.679
infantllmadison,mb085,3,IDS,8.607802874743326,5.272
infantllmadison,mb086,3,IDS,6.143737166324435,5.761
infantllmadison,mb087,3,ADS,10.546201232032857,4.428
infantllmadison,mb088,3,IDS,10.151950718685832,11.232
infantllmadison,mb089,3,IDS,9.659137577002053,16.326
infantllmadison,mb090,3,ADS,6.406570841889117,4.76
infantllmadison,mb091,3,ADS,9.462012320328542,14.585
infantllmadison,mb092,3,ADS,6.373716632443532,15.986
infantllmadison,mb093,3,IDS,8.706365503080082,8.314
infantllmadison,mb094,3,IDS,6.7351129363449695,8.73
infantllmadison,mb095,3,IDS,10.283367556468171,7.991
infantllmadison,mb096,3,NA,6.373716632443532,NA
infantllmadison,mb097,3,ADS,7.5564681724846,5.856
infantllmadison,mb098,3,IDS,6.176591375770021,16.031
infantllmadison,mb003,4,ADS,9.3305954825462,3.102
infantllmadison,mb004,4,ADS,8.837782340862423,5.476
infantllmadison,mb005,4,IDS,8.147843942505133,13.044
infantllmadison,mb006,4,NA,11.696098562628336,NA
infantllmadison,mb008,4,ADS,8.870636550308008,11.265
infantllmadison,mb009,4,IDS,10.480492813141684,15.43
infantllmadison,mb010,4,ADS,10.77618069815195,6.423
infantllmadison,mb011,4,ADS,9.757700205338809,6.969
infantllmadison,mb012,4,ADS,6.997946611909651,5.684
infantllmadison,mb013,4,IDS,8.016427104722792,8.119
infantllmadison,mb014,4,IDS,8.706365503080082,4.342
infantllmadison,mb015,4,ADS,13.305954825462011,6.573
infantllmadison,mb016,4,ADS,8.706365503080082,12.085
infantllmadison,mb017,4,IDS,13.305954825462011,8.318
infantllmadison,mb019,4,IDS,10.4476386036961,10.206
infantllmadison,mb020,4,ADS,13.79876796714579,11.789
infantllmadison,mb021,4,ADS,9.100616016427104,3.838
infantllmadison,mb022,4,ADS,10.841889117043122,5.766
infantllmadison,mb023,4,IDS,9.921971252566737,9.695
infantllmadison,mb024,4,IDS,11.761806981519507,4.237
infantllmadison,mb025,4,ADS,8.344969199178644,6.247
infantllmadison,mb026,4,ADS,11.630390143737166,12.981
infantllmadison,mb027,4,ADS,11.630390143737166,4.479
infantllmadison,mb028,4,IDS,10.053388090349076,6.102
infantllmadison,mb029,4,ADS,13.47022587268994,NA
infantllmadison,mb030,4,IDS,9.3305954825462,3.696
infantllmadison,mb031,4,IDS,12.84599589322382,7.405
infantllmadison,mb032,4,IDS,13.075975359342916,16.129
infantllmadison,mb033,4,IDS,6.04517453798768,5.839
infantllmadison,mb034,4,ADS,10.97330595482546,5.136
infantllmadison,mb035,4,IDS,11.991786447638605,8.07
infantllmadison,mb036,4,ADS,13.1088295687885,8.279
infantllmadison,mb037,4,IDS,9.88911704312115,9.595
infantllmadison,mb038,4,ADS,6.406570841889117,7.844
infantllmadison,mb039,4,ADS,9.69199178644764,6.223
infantllmadison,mb040,4,ADS,12.09034907597536,5.975
infantllmadison,mb041,4,ADS,6.833675564681725,4.159
infantllmadison,mb042,4,IDS,6.6036960985626285,NA
infantllmadison,mb043,4,IDS,8.739219712525667,18
infantllmadison,mb044,4,IDS,6.11088295687885,3.768
infantllmadison,mb045,4,IDS,10.283367556468171,5.807
infantllmadison,mb046,4,IDS,12.254620123203283,8.055
infantllmadison,mb047,4,IDS,12.41889117043121,15.882
infantllmadison,mb048,4,ADS,6.636550308008213,4.471
infantllmadison,mb049,4,IDS,11.696098562628336,4.944
infantllmadison,mb050,4,ADS,9.921971252566737,3.487
infantllmadison,mb051,4,ADS,9.659137577002053,15.423
infantllmadison,mb052,4,ADS,12.583162217659138,4.724
infantllmadison,mb053,4,ADS,12.15605749486653,3.142
infantllmadison,mb054,4,IDS,7.5564681724846,17.323
infantllmadison,mb055,4,IDS,12.35318275154004,3.501
infantllmadison,mb056,4,IDS,7.786447638603696,7.263
infantllmadison,mb058,4,ADS,14.2258726899384,6.43
infantllmadison,mb059,4,IDS,10.250513347022586,5.809
infantllmadison,mb060,4,ADS,7.326488706365503,7.222
infantllmadison,mb061,4,ADS,7.359342915811088,12.878
infantllmadison,mb062,4,ADS,7.753593429158111,7.039
infantllmadison,mb063,4,ADS,14.160164271047227,5.423
infantllmadison,mb064,4,IDS,10.841889117043122,14.607
infantllmadison,mb065,4,IDS,14.390143737166325,16.747
infantllmadison,mb066,4,IDS,14.882956878850102,NA
infantllmadison,mb067,4,ADS,14.784394250513348,3.479
infantllmadison,mb068,4,ADS,13.79876796714579,NA
infantllmadison,mb069,4,IDS,14.455852156057494,3.68
infantllmadison,mb070,4,IDS,13.568788501026694,6.166
infantllmadison,mb071,4,IDS,6.209445585215605,5.552
infantllmadison,mb072,4,NA,14.850102669404516,NA
infantllmadison,mb073,4,ADS,13.831622176591376,3.011
infantllmadison,mb074,4,IDS,14.915811088295689,16.458
infantllmadison,mb075,4,IDS,14.620123203285422,6.048
infantllmadison,mb076,4,ADS,9.396303901437372,2.944
infantllmadison,mb077,4,IDS,11.433264887063656,8.457
infantllmadison,mb078,4,ADS,13.700205338809036,3.909
infantllmadison,mb079,4,IDS,7.260780287474333,9.186
infantllmadison,mb080,4,ADS,12.681724845995891,3.734
infantllmadison,mb081,4,IDS,13.174537987679672,10.571
infantllmadison,mb082,4,IDS,12.550308008213552,2.006
infantllmadison,mb083,4,ADS,14.35728952772074,5.458
infantllmadison,mb084,4,IDS,9.724845995893224,9.562
infantllmadison,mb085,4,ADS,8.607802874743326,4.151
infantllmadison,mb086,4,ADS,6.143737166324435,8.081
infantllmadison,mb087,4,IDS,10.546201232032857,3.527
infantllmadison,mb088,4,ADS,10.151950718685832,8.624
infantllmadison,mb089,4,ADS,9.659137577002053,8.543
infantllmadison,mb090,4,IDS,6.406570841889117,6.803
infantllmadison,mb091,4,IDS,9.462012320328542,9.579
infantllmadison,mb092,4,IDS,6.373716632443532,18
infantllmadison,mb093,4,ADS,8.706365503080082,4.416
infantllmadison,mb094,4,ADS,6.7351129363449695,6.107
infantllmadison,mb095,4,ADS,10.283367556468171,11.792
infantllmadison,mb096,4,NA,6.373716632443532,NA
infantllmadison,mb097,4,IDS,7.5564681724846,3.416
infantllmadison,mb098,4,ADS,6.176591375770021,15.112
infantllmadison,mb003,5,ADS,9.3305954825462,NA
infantllmadison,mb004,5,ADS,8.837782340862423,4.216
infantllmadison,mb005,5,IDS,8.147843942505133,13.598
infantllmadison,mb006,5,NA,11.696098562628336,NA
infantllmadison,mb008,5,IDS,8.870636550308008,18
infantllmadison,mb009,5,ADS,10.480492813141684,10.532
infantllmadison,mb010,5,IDS,10.77618069815195,10.574
infantllmadison,mb011,5,ADS,9.757700205338809,8.127
infantllmadison,mb012,5,ADS,6.997946611909651,4.176
infantllmadison,mb013,5,IDS,8.016427104722792,11.928
infantllmadison,mb014,5,ADS,8.706365503080082,7.543
infantllmadison,mb015,5,ADS,13.305954825462011,7.557
infantllmadison,mb016,5,IDS,8.706365503080082,10.459
infantllmadison,mb017,5,IDS,13.305954825462011,8.44
infantllmadison,mb019,5,ADS,10.4476386036961,4.304
infantllmadison,mb020,5,IDS,13.79876796714579,17.598
infantllmadison,mb021,5,IDS,9.100616016427104,2.977
infantllmadison,mb022,5,ADS,10.841889117043122,3.522
infantllmadison,mb023,5,IDS,9.921971252566737,7.007
infantllmadison,mb024,5,ADS,11.761806981519507,4.24
infantllmadison,mb025,5,ADS,8.344969199178644,NA
infantllmadison,mb026,5,IDS,11.630390143737166,9.277
infantllmadison,mb027,5,IDS,11.630390143737166,7.879
infantllmadison,mb028,5,IDS,10.053388090349076,11.732
infantllmadison,mb029,5,ADS,13.47022587268994,2.551
infantllmadison,mb030,5,ADS,9.3305954825462,3.416
infantllmadison,mb031,5,IDS,12.84599589322382,15.911
infantllmadison,mb032,5,ADS,13.075975359342916,3.382
infantllmadison,mb033,5,IDS,6.04517453798768,14.178
infantllmadison,mb034,5,ADS,10.97330595482546,2.353
infantllmadison,mb035,5,ADS,11.991786447638605,12.75
infantllmadison,mb036,5,IDS,13.1088295687885,3.489
infantllmadison,mb037,5,ADS,9.88911704312115,2.383
infantllmadison,mb038,5,IDS,6.406570841889117,12.948
infantllmadison,mb039,5,ADS,9.69199178644764,8.559
infantllmadison,mb040,5,ADS,12.09034907597536,3.694
infantllmadison,mb041,5,ADS,6.833675564681725,6.855
infantllmadison,mb042,5,IDS,6.6036960985626285,8.231
infantllmadison,mb043,5,ADS,8.739219712525667,2.103
infantllmadison,mb044,5,ADS,6.11088295687885,7.87
infantllmadison,mb045,5,IDS,10.283367556468171,8.279
infantllmadison,mb046,5,IDS,12.254620123203283,16.343
infantllmadison,mb047,5,ADS,12.41889117043121,4.826
infantllmadison,mb048,5,ADS,6.636550308008213,3.849
infantllmadison,mb049,5,ADS,11.696098562628336,4.657
infantllmadison,mb050,5,IDS,9.921971252566737,3.561
infantllmadison,mb051,5,ADS,9.659137577002053,8.169
infantllmadison,mb052,5,IDS,12.583162217659138,10.586
infantllmadison,mb053,5,ADS,12.15605749486653,6.385
infantllmadison,mb054,5,IDS,7.5564681724846,18
infantllmadison,mb055,5,IDS,12.35318275154004,3.182
infantllmadison,mb056,5,ADS,7.786447638603696,5.579
infantllmadison,mb058,5,IDS,14.2258726899384,3.304
infantllmadison,mb059,5,IDS,10.250513347022586,8.616
infantllmadison,mb060,5,IDS,7.326488706365503,15.341
infantllmadison,mb061,5,IDS,7.359342915811088,18
infantllmadison,mb062,5,ADS,7.753593429158111,12.607
infantllmadison,mb063,5,ADS,14.160164271047227,11.791
infantllmadison,mb064,5,ADS,10.841889117043122,3.892
infantllmadison,mb065,5,IDS,14.390143737166325,8.606
infantllmadison,mb066,5,ADS,14.882956878850102,NA
infantllmadison,mb067,5,IDS,14.784394250513348,5.628
infantllmadison,mb068,5,NA,13.79876796714579,NA
infantllmadison,mb069,5,IDS,14.455852156057494,5.99
infantllmadison,mb070,5,ADS,13.568788501026694,17.265
infantllmadison,mb071,5,IDS,6.209445585215605,7.007
infantllmadison,mb072,5,IDS,14.850102669404516,2.941
infantllmadison,mb073,5,ADS,13.831622176591376,NA
infantllmadison,mb074,5,IDS,14.915811088295689,3.181
infantllmadison,mb075,5,ADS,14.620123203285422,NA
infantllmadison,mb076,5,IDS,9.396303901437372,15.904
infantllmadison,mb077,5,ADS,11.433264887063656,3.928
infantllmadison,mb078,5,IDS,13.700205338809036,5.248
infantllmadison,mb079,5,ADS,7.260780287474333,15.169
infantllmadison,mb080,5,ADS,12.681724845995891,2.679
infantllmadison,mb081,5,IDS,13.174537987679672,16.688
infantllmadison,mb082,5,NA,12.550308008213552,NA
infantllmadison,mb083,5,IDS,14.35728952772074,3.096
infantllmadison,mb084,5,IDS,9.724845995893224,5.773
infantllmadison,mb085,5,ADS,8.607802874743326,4.44
infantllmadison,mb086,5,IDS,6.143737166324435,NA
infantllmadison,mb087,5,ADS,10.546201232032857,4.498
infantllmadison,mb088,5,IDS,10.151950718685832,6.598
infantllmadison,mb089,5,ADS,9.659137577002053,6.432
infantllmadison,mb090,5,IDS,6.406570841889117,10.964
infantllmadison,mb091,5,IDS,9.462012320328542,12.969
infantllmadison,mb092,5,ADS,6.373716632443532,10.677
infantllmadison,mb093,5,IDS,8.706365503080082,8.925
infantllmadison,mb094,5,ADS,6.7351129363449695,3.279
infantllmadison,mb095,5,IDS,10.283367556468171,4.789
infantllmadison,mb096,5,NA,6.373716632443532,NA
infantllmadison,mb097,5,ADS,7.5564681724846,9.967
infantllmadison,mb098,5,IDS,6.176591375770021,3.922
infantllmadison,mb003,6,IDS,9.3305954825462,2.43
infantllmadison,mb004,6,IDS,8.837782340862423,4.622
infantllmadison,mb005,6,ADS,8.147843942505133,7.039
infantllmadison,mb006,6,NA,11.696098562628336,NA
infantllmadison,mb008,6,ADS,8.870636550308008,12.782
infantllmadison,mb009,6,IDS,10.480492813141684,14.557
infantllmadison,mb010,6,ADS,10.77618069815195,2.375
infantllmadison,mb011,6,IDS,9.757700205338809,18
infantllmadison,mb012,6,NA,6.997946611909651,NA
infantllmadison,mb013,6,ADS,8.016427104722792,5.994
infantllmadison,mb014,6,IDS,8.706365503080082,4.672
infantllmadison,mb015,6,IDS,13.305954825462011,15.682
infantllmadison,mb016,6,NA,8.706365503080082,NA
infantllmadison,mb017,6,ADS,13.305954825462011,3.479
infantllmadison,mb019,6,IDS,10.4476386036961,11.328
infantllmadison,mb020,6,ADS,13.79876796714579,5.703
infantllmadison,mb021,6,ADS,9.100616016427104,3.648
infantllmadison,mb022,6,IDS,10.841889117043122,2.08
