lab,sub_num,trial_type,trial_num,looking_time
babylabuclajohnson,397,ADS,1,8.75
babylabuclajohnson,398,ADS,1,14.72
babylabuclajohnson,103,NA,1,NA
babylabuclajohnson,399,IDS,1,18
babylabuclajohnson,400,IDS,1,3.26
babylabuclajohnson,401,ADS,1,10.15
babylabuclajohnson,402,ADS,1,16.26
babylabuclajohnson,403,IDS,1,13.11
babylabuclajohnson,404,ADS,1,18
babylabuclajohnson,405,IDS,1,18
babylabuclajohnson,406,IDS,1,18
babylabuclajohnson,407,ADS,1,11.23
babylabuclajohnson,408,ADS,1,16.75
babylabuclajohnson,409,ADS,1,6
babylabuclajohnson,410,ADS,1,16.99
babylabuclajohnson,411,IDS,1,18
babylabuclajohnson,412,ADS,1,18
babylabumassb,413,IDS,1,12.55
babylabumassb,414,ADS,1,13.07
babylabumassb,415,IDS,1,17.66
babylabumassb,416,ADS,1,11.3767
babylabumassb,417,ADS,1,4.89
babylabumassb,418,IDS,1,16.4267
babylabumassb,419,ADS,1,16.2667
babylabumassb,420,ADS,1,10.5267
babylabumassb,421,IDS,1,16.5267
babylabumassb,422,IDS,1,11.0333
babylabumassb,423,ADS,1,3.4833
babylabumassb,424,IDS,1,17.37
babylabumassb,425,IDS,1,11.1633
babylabumassb,426,ADS,1,3.9933
babylabumassb,427,IDS,1,13.7667
babylabumassb,428,ADS,1,5.54
babylabumassb,429,IDS,1,NA
babylabumassb,430,IDS,1,7.8033
babylabumassb,431,ADS,1,NA
babylabumassb,432,IDS,1,NA
babylabumassb,433,IDS,1,8.4333
babylabumassb,434,IDS,1,NA
babylabumassb,435,ADS,1,12.1133
babylabumassb,436,IDS,1,NA
babylabumassb,437,ADS,1,6.6867
babylabumassb,438,ADS,1,14.4
babylabumassb,439,IDS,1,NA
babylabumassb,440,ADS,1,NA
babylabumassb,441,IDS,1,7.9667
babylabumassb,442,IDS,1,9.47
babylabutrecht,443,IDS,1,14.944029
babylabutrecht,444,ADS,1,7.662932
babylabutrecht,445,IDS,1,2.31236
babylabutrecht,446,ADS,1,5.662575
babylabutrecht,447,IDS,1,9.035928
babylabutrecht,448,ADS,1,17.999347
babylabutrecht,449,IDS,1,7.99348
babylabutrecht,450,ADS,1,2.252538
babylabutrecht,451,IDS,1,2.584167
babylabutrecht,452,ADS,1,10.734794
babylabutrecht,453,IDS,1,6.34893
babylabutrecht,454,IDS,1,16.720263
babylabutrecht,455,ADS,1,14.756465
babylabutrecht,456,ADS,1,15.065824
babylabutrecht,457,IDS,1,13.400938
babylabutrecht,458,ADS,1,11.716685
babylabutrecht,459,IDS,1,12.312606
babylabutrecht,460,ADS,1,16.811726
babylabutrecht,461,IDS,1,12.911031
babylabutrecht,462,ADS,1,5.767592
babylabutrecht,463,IDS,1,16.363052
babylabutrecht,464,ADS,1,2.59046
babylabutrecht,465,IDS,1,8.407569
babylabutrecht,466,ADS,1,14.752941999999999
babylabutrecht,467,IDS,1,4.328974
babylabutrecht,468,ADS,1,17.999416
babylabutrecht,469,IDS,1,17.999371
babylabutrecht,470,ADS,1,9.606221
babylabutrecht,471,IDS,1,14.707143
babylabutrecht,472,ADS,1,13.763647
babylabutrecht,473,IDS,1,17.999371
babylabutrecht,474,ADS,1,15.016825
babylabutrecht,475,IDS,1,15.990965
babylabutrecht,476,ADS,1,14.780952
babylabutrecht,477,IDS,1,17.999394
babylabutrecht,478,ADS,1,14.969866
babylabutrecht,479,IDS,1,13.216318
babylabutrecht,480,ADS,1,4.995149
babylabutrecht,481,IDS,1,13.769941
babylabutrecht,482,ADS,1,17.154471
babylabutrecht,483,IDS,1,14.948036
babylabutrecht,484,ADS,1,15.286109
babylabutrecht,485,IDS,1,15.912896
babylabutrecht,486,ADS,1,6.628657
babylabutrecht,487,IDS,1,9.344338
babylabutrecht,488,ADS,1,13.991303
babylabutrecht,489,IDS,1,2.070237
babylabutrecht,490,ADS,1,4.304505
babylabutrecht,491,IDS,1,16.092016
babylabutrecht,492,ADS,1,16.632828
babylabutrecht,493,IDS,1,17.999424
babylabutrecht,494,ADS,1,5.030546
babylabutrecht,495,IDS,1,15.956142
babylabutrecht,496,ADS,1,17.999383
babylabutrecht,497,IDS,1,14.520612
babylabutrecht,498,ADS,1,16.203656
babylabutrecht,499,IDS,1,16.025659
babylabutrecht,500,ADS,1,13.951109
babylabutrecht,501,IDS,1,6.909386
babylabutrecht,502,ADS,1,14.682987
babylabutrecht,503,IDS,1,14.516184
babylabvuw,504,IDS,1,17.481
babylabvuw,505,ADS,1,9.184
babylabvuw,506,IDS,1,15.456
babylabvuw,507,IDS,1,10.681
babylabvuw,508,ADS,1,16.507
babylabvuw,509,IDS,1,17.385
babylabvuw,510,ADS,1,17.321
babylabvuw,511,IDS,1,16.578
babylabvuw,512,ADS,1,16.728
babylabvuw,513,IDS,1,17.119
babylabvuw,514,ADS,1,16.949
babylabvuw,515,IDS,1,16.84
babylabvuw,516,ADS,1,15.394
babylabvuw,517,IDS,1,15.929
babylabvuw,518,ADS,1,13.961
babylabyork,519,IDS,1,17.9
babylabyork,520,IDS,1,17.8
babylabyork,521,ADS,1,5.5
babylabyork,522,ADS,1,17.8
babylabyork,523,IDS,1,17.8
babylabyork,524,IDS,1,17.9
babylabyork,103,NA,1,NA
babylabyork,525,ADS,1,13.6
babylabyork,526,IDS,1,5
babylabyork,527,ADS,1,17.9
babylabyork,528,IDS,1,17.9
babylabyork,529,IDS,1,15.4
babylabyork,530,ADS,1,17.7
babylabyork,103,NA,1,NA
babylabyork,531,ADS,1,17.8
babylabyork,532,IDS,1,3.5
babylabyork,533,ADS,1,17.9
babylabyork,534,IDS,1,17.8
babylabyork,535,ADS,1,17.9
babylabyork,536,IDS,1,13.8
babylabyork,537,ADS,1,8.3
babylabyork,538,IDS,1,13
babylabyork,539,ADS,1,17.8
babylabyork,540,ADS,1,17.9
babylabyork,541,IDS,1,7.6
babylabyork,542,ADS,1,17.9
babylabyork,543,IDS,1,17.8
babylabyork,544,ADS,1,17.8
babylabyork,545,ADS,1,17.8
babylabyork,546,ADS,1,10
babylabyork,547,IDS,1,11.8
babylabyork,548,IDS,1,8.7
babylingoslo,549,ADS,1,7.92
babylingoslo,550,IDS,1,5.18
babylingoslo,551,IDS,1,6.69
babylingoslo,552,IDS,1,10.72
babylingoslo,553,IDS,1,13.25
babylingoslo,554,ADS,1,2.83
babylingoslo,555,IDS,1,2.16
babylingoslo,556,ADS,1,NA
babylingoslo,557,IDS,1,NA
babylingoslo,558,ADS,1,6.12
babylingoslo,559,ADS,1,NA
babylingoslo,560,IDS,1,2.37
babylingoslo,561,IDS,1,2.07
babylingoslo,562,IDS,1,NA
babylingoslo,563,IDS,1,NA
babylingoslo,564,ADS,1,NA
babylingoslo,565,ADS,1,NA
babylingoslo,566,IDS,1,9.15
babylingoslo,567,ADS,1,8.1
babylingoslo,568,IDS,1,NA
babylingoslo,569,ADS,1,NA
babylingoslo,570,IDS,1,NA
babylingoslo,571,ADS,1,NA
babylingoslo,572,IDS,1,4.96
babylingoslo,573,ADS,1,NA
babylingoslo,574,ADS,1,7.9
babylingoslo,575,ADS,1,NA
babylingoslo,576,IDS,1,NA
babylingoslo,577,IDS,1,NA
babylingoslo,578,ADS,1,5.26
babylingoslo,579,ADS,1,NA
baldwinlabuoregon,580,IDS,1,NA
baldwinlabuoregon,581,ADS,1,14.90488269
baldwinlabuoregon,582,IDS,1,15.31570669
baldwinlabuoregon,583,ADS,1,5.682814023
baldwinlabuoregon,584,IDS,1,4.890954049
baldwinlabuoregon,585,ADS,1,10.34347984
baldwinlabuoregon,586,IDS,1,7.99539712
baldwinlabuoregon,587,ADS,1,4.774071155
baldwinlabuoregon,588,IDS,1,6.492155742
baldwinlabuoregon,589,ADS,1,10.79272659
baldwinlabuoregon,590,IDS,1,5.690668265
baldwinlabuoregon,591,ADS,1,4.476135809
baldwinlabuoregon,592,IDS,1,14.55917947
baldwinlabuoregon,593,ADS,1,6.842220224
baldwinlabuoregon,594,IDS,1,18
baldwinlabuoregon,595,ADS,1,8.162172248
bchdosu,596,IDS,1,3.392
bchdosu,597,IDS,1,16.674
bchdosu,598,ADS,1,11.536
bchdosu,599,ADS,1,9.056
bchdosu,600,ADS,1,17.073
bchdosu,601,IDS,1,4.528
bchdosu,602,IDS,1,8.192
bchdosu,603,IDS,1,8.079
bchdosu,604,IDS,1,16.982
bchdosu,605,ADS,1,10.082
bchdosu,606,IDS,1,17.047
bchdosu,607,ADS,1,16.625
bchdosu,608,IDS,1,17.756
bchdosu,609,ADS,1,15.776
bchdosu,610,ADS,1,17.253
bchdosu,611,IDS,1,13.104
bchdosu,612,ADS,1,NA
bchdosu,613,IDS,1,11.376
bchdosu,614,ADS,1,16.619
bchdosu,615,IDS,1,4.72
bchdosu,616,ADS,1,4.784
bchdosu,617,IDS,1,4.688
bchdosu,618,ADS,1,15.894
bchdosu,619,IDS,1,12.849
bchdosu,620,IDS,1,15.46
bchdosu,621,ADS,1,10.624
bchdosu,622,IDS,1,14.256
bchdosu,623,IDS,1,16.458
bchdosu,624,ADS,1,17.749
bchdosu,625,IDS,1,17.865
bchdosu,626,ADS,1,15.52
bchdosu,627,ADS,1,15.831
bchdosu,628,IDS,1,7.968
bchdosu,629,IDS,1,16.69
bchdosu,630,IDS,1,15.688
bchdosu,631,ADS,1,16.886
bchdosu,632,ADS,1,9.024
bchdosu,633,ADS,1,3.856
bchdosu,634,IDS,1,3.728
bchdosu,635,IDS,1,14.233
bchdosu,636,IDS,1,14.384
bchdosu,637,ADS,1,6.736
bchdosu,638,IDS,1,14.708
bchdosu,639,ADS,1,NA
bchdosu,640,ADS,1,6.72
bchdosu,641,IDS,1,15.833
bchdosu,642,IDS,1,8.832
bchdosu,643,ADS,1,8.832
bchdosu,644,IDS,1,6.975
bchdosu,645,ADS,1,7.055
bchdosu,646,ADS,1,13.425
bchdosu,647,IDS,1,8.352
bchdosu,648,ADS,1,11.36
bchdosu,649,ADS,1,8.539
bchdosu,650,ADS,1,6.272
bchdosu,651,IDS,1,5.056
bchdosu,652,IDS,1,11.392
bchdosu,653,IDS,1,2.256
bchdosu,654,IDS,1,17.706
bchdosu,655,ADS,1,12.289
bchdosu,656,IDS,1,9.136
bchdosu,657,ADS,1,14.976
bchdosu,658,ADS,1,4.703
bchdosu,659,IDS,1,16.224
bchdosu,660,ADS,1,6.017
bchdosu,661,ADS,1,13.488
bchdosu,662,IDS,1,4.225
bcrlunlv,663,IDS,1,12.43
bcrlunlv,103,NA,1,NA
bcrlunlv,664,ADS,1,8.333
bcrlunlv,665,IDS,1,NA
bcrlunlv,666,ADS,1,6.933
bcrlunlv,103,NA,1,NA
bcrlunlv,667,IDS,1,2.767
bcrlunlv,668,ADS,1,3.767
bcrlunlv,669,IDS,1,14.53
bcrlunlv,670,ADS,1,4.133
bcrlunlv,671,IDS,1,5.833
bcrlunlv,672,ADS,1,4.3
bcrlunlv,673,IDS,1,6.667
bcrlunlv,674,IDS,1,5.433
bcrlunlv,675,ADS,1,6.767
bcrlunlv,676,ADS,1,3.067
bcrlunlv,677,IDS,1,18
bcrlunlv,678,ADS,1,3.633
bcrlunlv,679,IDS,1,NA
bcrlunlv,680,ADS,1,6.233
bcrlunlv,681,IDS,1,5.4
bcrlunlv,682,IDS,1,10.1
bcrlunlv,683,ADS,1,8.833
bcrlunlv,684,IDS,1,8.767
bcrlunlv,685,ADS,1,3.9
bcrlunlv,686,IDS,1,13.43
bcrlunlv,687,IDS,1,15.4
bcrlunlv,688,IDS,1,6.167
bcrlunlv,689,ADS,1,9.7
bllumanitoba,690,IDS,1,6.415
bllumanitoba,691,ADS,1,15.779
bllumanitoba,692,ADS,1,10.655
bllumanitoba,693,IDS,1,4.919
bllumanitoba,103,NA,1,NA
bllumanitoba,694,IDS,1,16.256
bllumanitoba,695,ADS,1,13.891
bllumanitoba,696,IDS,1,14.279
